 ,Label,Area,Mean,Min,Max,XM,YM,Perim.,IntDen,RawIntDen,Slice
38,20190816_foci_10ugml_30min_02.TIF:0008-0060-0102:8,32,6724.438,3717,12068,102.243,60.199,18.850,215182,215182,8
39,20190816_foci_10ugml_30min_02.TIF:0008-0056-0124:8,32,5249.000,3438,10588,124.046,56.251,18.850,167968,167968,8
40,20190816_foci_10ugml_30min_02.TIF:0009-0060-0112:9,32,6767.312,4162,11619,112.155,59.960,18.850,216554,216554,9
41,20190816_foci_10ugml_30min_02.TIF:0011-0051-0102:11,32,6831.156,4256,11524,102.011,51.071,18.850,218597,218597,11
42,20190816_foci_10ugml_30min_02.TIF:0002-0086-0206:2,32,6973.156,4908,9510,206.086,86.110,18.850,223141,223141,2
43,20190816_foci_10ugml_30min_02.TIF:0007-0110-0200:7,32,5450.719,3841,9054,200.066,110.136,18.850,174423,174423,7
44,20190816_foci_10ugml_30min_02.TIF:0007-0096-0184:7,32,5332.969,3791,8823,183.921,96.024,18.850,170655,170655,7
45,20190816_foci_10ugml_30min_02.TIF:0007-0100-0209:7,32,5119.812,3705,8465,209.098,100.167,18.850,163834,163834,7
46,20190816_foci_10ugml_30min_02.TIF:0004-0117-0052:4,32,6878.844,3445,11174,52.038,117.175,18.850,220123,220123,4
47,20190816_foci_10ugml_30min_02.TIF:0005-0091-0064:5,32,5171.438,3511,8809,64.070,91.024,18.850,165486,165486,5
48,20190816_foci_10ugml_30min_02.TIF:0005-0119-0057:5,32,5788.719,3826,8804,57.091,118.993,18.850,185239,185239,5
49,20190816_foci_10ugml_30min_02.TIF:0008-0101-0073:8,32,5469.875,3604,10586,73.091,101.237,18.850,175036,175036,8
50,20190816_foci_10ugml_30min_02.TIF:0008-0113-0079:8,32,5869.125,4123,9624,78.991,113.237,18.850,187812,187812,8
51,20190816_foci_10ugml_30min_02.TIF:0009-0100-0076:9,32,7221.844,4013,12411,76.064,100.182,18.850,231099,231099,9
52,20190816_foci_10ugml_30min_02.TIF:0009-0116-0063:9,32,6586.844,3961,9947,63.220,116.076,18.850,210779,210779,9
53,20190816_foci_10ugml_30min_02.TIF:0009-0091-0067:9,32,5023.719,3283,8997,67.230,91.120,18.850,160759,160759,9
54,20190816_foci_10ugml_30min_02.TIF:0009-0111-0042:9,32,5690.062,3455,8498,42.060,111.169,18.850,182082,182082,9
55,20190816_foci_10ugml_30min_02.TIF:0010-0108-0072:10,32,5524.344,3528,8672,72.204,107.876,18.850,176779,176779,10
56,20190816_foci_10ugml_30min_02.TIF:0004-0110-0350:4,32,7585.219,4174,12506,350.198,110.129,18.850,242727,242727,4
57,20190816_foci_10ugml_30min_02.TIF:0004-0119-0369:4,32,8515.062,4527,11882,369.215,119.224,18.850,272482,272482,4
58,20190816_foci_10ugml_30min_02.TIF:0005-0103-0377:5,32,6165.281,3383,12848,377.090,103.357,18.850,197289,197289,5
59,20190816_foci_10ugml_30min_02.TIF:0005-0119-0370:5,32,8061.188,4428,13110,370.026,119.312,18.850,257958,257958,5
60,20190816_foci_10ugml_30min_02.TIF:0005-0096-0369:5,32,6123.500,3519,11891,369.132,96.333,18.850,195952,195952,5
61,20190816_foci_10ugml_30min_02.TIF:0005-0107-0358:5,32,6414.750,4182,11289,358.004,107.007,18.850,205272,205272,5
62,20190816_foci_10ugml_30min_02.TIF:0005-0112-0360:5,32,5345.531,3442,9431,360.133,112.045,18.850,171057,171057,5
63,20190816_foci_10ugml_30min_02.TIF:0005-0118-0349:5,32,5625.188,3607,8635,349.213,118.066,18.850,180006,180006,5
64,20190816_foci_10ugml_30min_02.TIF:0006-0115-0362:6,32,5634.500,3595,10415,361.989,115.187,18.850,180304,180304,6
65,20190816_foci_10ugml_30min_02.TIF:0007-0103-0361:7,32,6485.375,3472,12481,361.302,103.132,18.850,207532,207532,7
66,20190816_foci_10ugml_30min_02.TIF:0008-0114-0361:8,32,5393.531,3609,8319,361.103,114.009,18.850,172593,172593,8
67,20190816_foci_10ugml_30min_02.TIF:0009-0119-0360:9,32,7414.688,4142,11479,360.100,119.271,18.850,237270,237270,9
68,20190816_foci_10ugml_30min_02.TIF:0004-0138-0166:4,32,6631.625,4292,11679,166.188,138.030,18.850,212212,212212,4
69,20190816_foci_10ugml_30min_02.TIF:0005-0136-0165:5,32,8232.250,3596,16272,165.167,136.391,18.850,263432,263432,5
70,20190816_foci_10ugml_30min_02.TIF:0005-0124-0157:5,32,6030.875,3876,9518,157.052,124.228,18.850,192988,192988,5
71,20190816_foci_10ugml_30min_02.TIF:0005-0146-0165:5,32,4666.469,3455,8008,165.112,146.101,18.850,149327,149327,5
72,20190816_foci_10ugml_30min_02.TIF:0006-0125-0162:6,32,8572.594,5076,16160,162.018,125.054,18.850,274323,274323,6
73,20190816_foci_10ugml_30min_02.TIF:0006-0133-0160:6,32,6408.750,3844,11789,160.019,133.138,18.850,205080,205080,6
74,20190816_foci_10ugml_30min_02.TIF:0006-0135-0167:6,32,8174.625,5113,11896,167.113,135.026,18.850,261588,261588,6
75,20190816_foci_10ugml_30min_02.TIF:0007-0135-0171:7,32,9465.094,4821,17871,170.940,135.078,18.850,302883,302883,7
76,20190816_foci_10ugml_30min_02.TIF:0007-0141-0161:7,32,5609.875,3681,11024,161.233,141.175,18.850,179516,179516,7
77,20190816_foci_10ugml_30min_02.TIF:0009-0127-0169:9,32,7130.719,3819,11741,169.193,127.303,18.850,228183,228183,9
78,20190816_foci_10ugml_30min_02.TIF:0009-0138-0168:9,32,5777.625,3616,9516,168.229,138.158,18.850,184884,184884,9
79,20190816_foci_10ugml_30min_02.TIF:0010-0129-0169:10,32,6132.656,3962,10629,169.207,129.113,18.850,196245,196245,10
80,20190816_foci_10ugml_30min_02.TIF:0002-0156-0296:2,32,9905.062,7200,13809,296.002,156.042,18.850,316962,316962,2
81,20190816_foci_10ugml_30min_02.TIF:0003-0157-0295:3,32,16852.406,6207,23077,295.197,157.241,18.850,539277,539277,3
82,20190816_foci_10ugml_30min_02.TIF:0004-0161-0295:4,32,16926.812,7684,24592,295.393,161.183,18.850,541658,541658,4
83,20190816_foci_10ugml_30min_02.TIF:0004-0165-0303:4,32,13750.625,6445,18870,303.122,164.717,18.850,440020,440020,4
84,20190816_foci_10ugml_30min_02.TIF:0004-0150-0293:4,32,6470.188,3911,10515,293.081,150.168,18.850,207046,207046,4
85,20190816_foci_10ugml_30min_02.TIF:0005-0160-0270:5,32,10441.406,4464,17447,270.046,160.316,18.850,334125,334125,5
86,20190816_foci_10ugml_30min_02.TIF:0005-0150-0294:5,32,8063.250,4093,15885,294.119,150.351,18.850,258024,258024,5
87,20190816_foci_10ugml_30min_02.TIF:0005-0150-0289:5,32,6721.531,3899,12907,289.246,150.116,18.850,215089,215089,5
88,20190816_foci_10ugml_30min_02.TIF:0005-0170-0305:5,32,7877.406,4400,12143,304.830,169.954,18.850,252077,252077,5
89,20190816_foci_10ugml_30min_02.TIF:0005-0163-0298:5,32,9155.406,6201,13388,297.949,162.983,18.850,292973,292973,5
90,20190816_foci_10ugml_30min_02.TIF:0006-0150-0303:6,32,6319.719,3760,13293,303.247,150.191,18.850,202231,202231,6
91,20190816_foci_10ugml_30min_02.TIF:0006-0146-0290:6,32,5415.438,3496,11123,290.018,146.034,18.850,173294,173294,6
92,20190816_foci_10ugml_30min_02.TIF:0007-0143-0303:7,32,6017.906,3762,11123,303.227,143.050,18.850,192573,192573,7
93,20190816_foci_10ugml_30min_02.TIF:0007-0171-0303:7,32,5216.500,3796,8116,303.163,171.088,18.850,166928,166928,7
94,20190816_foci_10ugml_30min_02.TIF:0008-0148-0305:8,32,11962.656,5895,22156,305.099,147.932,18.850,382805,382805,8
95,20190816_foci_10ugml_30min_02.TIF:0008-0144-0289:8,32,9321.719,5574,18639,289.017,143.993,18.850,298295,298295,8
96,20190816_foci_10ugml_30min_02.TIF:0008-0156-0280:8,32,7141.406,3879,14274,280.097,156.291,18.850,228525,228525,8
97,20190816_foci_10ugml_30min_02.TIF:0008-0148-0288:8,32,6728.000,4415,11589,288.079,147.920,18.850,215296,215296,8
98,20190816_foci_10ugml_30min_02.TIF:0008-0159-0307:8,32,6239.219,4097,11140,307.151,159.069,18.850,199655,199655,8
99,20190816_foci_10ugml_30min_02.TIF:0008-0136-0295:8,32,5728.281,3546,10207,295.137,136.212,18.850,183305,183305,8
100,20190816_foci_10ugml_30min_02.TIF:0009-0142-0289:9,32,8302.906,4232,15741,289.093,142.275,18.850,265693,265693,9
101,20190816_foci_10ugml_30min_02.TIF:0009-0167-0282:9,32,7505.656,3842,13921,282.016,167.358,18.850,240181,240181,9
102,20190816_foci_10ugml_30min_02.TIF:0009-0148-0303:9,32,6718.906,3606,11391,303.408,148.136,18.850,215005,215005,9
103,20190816_foci_10ugml_30min_02.TIF:0009-0144-0296:9,32,5634.875,3755,9734,296.017,144.105,18.850,180316,180316,9
104,20190816_foci_10ugml_30min_02.TIF:0009-0159-0307:9,32,5060.688,3610,8678,307.043,159.142,18.850,161942,161942,9
105,20190816_foci_10ugml_30min_02.TIF:0009-0152-0272:9,32,5181.469,3574,8424,272.191,152.251,18.850,165807,165807,9
106,20190816_foci_10ugml_30min_02.TIF:0008-0150-0477:8,32,6661.531,3672,13657,477.277,150.193,18.850,213169,213169,8
107,20190816_foci_10ugml_30min_02.TIF:0008-0136-0477:8,32,6085.188,3564,10674,477.154,136.284,18.850,194726,194726,8
108,20190816_foci_10ugml_30min_02.TIF:0008-0161-0454:8,32,5056.062,3494,8612,454.040,161.054,18.850,161794,161794,8
109,20190816_foci_10ugml_30min_02.TIF:0009-0141-0454:9,32,7684.250,4001,15125,454.147,141.164,18.850,245896,245896,9
110,20190816_foci_10ugml_30min_02.TIF:0009-0147-0469:9,32,5322.594,3239,9246,469.127,147.237,18.850,170323,170323,9
111,20190816_foci_10ugml_30min_02.TIF:0010-0137-0462:10,32,6111.656,3528,12380,462.284,137.060,18.850,195573,195573,10
112,20190816_foci_10ugml_30min_02.TIF:0010-0139-0479:10,32,6115.688,3242,10891,479.052,139.291,18.850,195702,195702,10
113,20190816_foci_10ugml_30min_02.TIF:0010-0136-0472:10,32,6874.844,3887,11368,471.949,136.214,18.850,219995,219995,10
114,20190816_foci_10ugml_30min_02.TIF:0010-0155-0463:10,32,5005.938,3451,8939,463.006,155.057,18.850,160190,160190,10
115,20190816_foci_10ugml_30min_02.TIF:0011-0147-0472:11,32,4745.156,3506,8530,472.069,147.032,18.850,151845,151845,11
116,20190816_foci_10ugml_30min_02.TIF:0005-0198-0373:5,32,7392.500,4521,10218,373.137,198.118,18.850,236560,236560,5
117,20190816_foci_10ugml_30min_02.TIF:0006-0195-0341:6,32,6729.312,4260,10666,341.151,195.045,18.850,215338,215338,6
118,20190816_foci_10ugml_30min_02.TIF:0007-0205-0346:7,32,7182.938,4198,10464,346.130,205.180,18.850,229854,229854,7
119,20190816_foci_10ugml_30min_02.TIF:0008-0207-0347:8,32,7006.719,4398,10290,346.922,206.952,18.850,224215,224215,8
120,20190816_foci_10ugml_30min_02.TIF:0011-0200-0353:11,32,6975.219,4647,10106,353.161,200.084,18.850,223207,223207,11
121,20190816_foci_10ugml_30min_02.TIF:0006-0211-0306:6,32,7029.219,4508,10388,306.086,211.023,18.850,224935,224935,6
122,20190816_foci_10ugml_30min_02.TIF:0007-0225-0296:7,32,8206.156,3704,16138,296.403,225.399,18.850,262597,262597,7
123,20190816_foci_10ugml_30min_02.TIF:0007-0236-0285:7,32,6375.031,4051,10420,285.268,236.022,18.850,204001,204001,7
124,20190816_foci_10ugml_30min_02.TIF:0008-0216-0294:8,32,5707.375,3547,12626,293.976,216.066,18.850,182636,182636,8
125,20190816_foci_10ugml_30min_02.TIF:0008-0214-0300:8,32,6279.688,3813,10764,300.164,213.996,18.850,200950,200950,8
126,20190816_foci_10ugml_30min_02.TIF:0008-0207-0267:8,32,8024.906,5258,10996,267.163,207.123,18.850,256797,256797,8
127,20190816_foci_10ugml_30min_02.TIF:0008-0212-0312:8,32,6181.500,3796,8097,311.942,212.155,18.850,197808,197808,8
128,20190816_foci_10ugml_30min_02.TIF:0009-0208-0266:9,32,8591.875,4684,13482,266.237,208.048,18.850,274940,274940,9
129,20190816_foci_10ugml_30min_02.TIF:0009-0235-0288:9,32,5920.000,3564,9030,288.135,234.844,18.850,189440,189440,9
130,20190816_foci_10ugml_30min_02.TIF:0009-0214-0300:9,32,5066.719,3731,8185,300.081,214.183,18.850,162135,162135,9
131,20190816_foci_10ugml_30min_02.TIF:0010-0225-0290:10,32,7437.531,4021,14273,290.186,225.165,18.850,238001,238001,10
132,20190816_foci_10ugml_30min_02.TIF:0010-0214-0298:10,32,5968.281,3523,11533,298.210,214.047,18.850,190985,190985,10
133,20190816_foci_10ugml_30min_02.TIF:0010-0228-0284:10,32,5095.500,3399,8726,284.189,228.011,18.850,163056,163056,10
134,20190816_foci_10ugml_30min_02.TIF:0005-0248-0214:5,32,7279.531,4788,12377,214.079,248.168,18.850,232945,232945,5
135,20190816_foci_10ugml_30min_02.TIF:0006-0244-0211:6,32,8092.438,5010,15896,211.173,244.218,18.850,258958,258958,6
136,20190816_foci_10ugml_30min_02.TIF:0006-0236-0218:6,32,7033.000,4319,13562,218.146,236.189,18.850,225056,225056,6
137,20190816_foci_10ugml_30min_02.TIF:0006-0257-0211:6,32,6714.531,4322,12104,211.223,257.228,18.850,214865,214865,6
138,20190816_foci_10ugml_30min_02.TIF:0006-0239-0205:6,32,7480.562,4881,11313,204.969,239.103,18.850,239378,239378,6
139,20190816_foci_10ugml_30min_02.TIF:0006-0252-0203:6,32,6304.656,4321,10611,203.146,252.068,18.850,201749,201749,6
140,20190816_foci_10ugml_30min_02.TIF:0007-0234-0213:7,32,7111.031,4561,11228,213.097,234.140,18.850,227553,227553,7
141,20190816_foci_10ugml_30min_02.TIF:0008-0261-0213:8,32,6567.844,4218,10291,212.932,261.164,18.850,210171,210171,8
142,20190816_foci_10ugml_30min_02.TIF:0008-0263-0202:8,32,5812.844,4161,9654,202.086,263.073,18.850,186011,186011,8
143,20190816_foci_10ugml_30min_02.TIF:0008-0250-0203:8,32,5619.656,3924,9779,203.134,250.199,18.850,179829,179829,8
144,20190816_foci_10ugml_30min_02.TIF:0008-0244-0213:8,32,6164.438,4661,9124,213.103,244.125,18.850,197262,197262,8
145,20190816_foci_10ugml_30min_02.TIF:0009-0234-0204:9,32,7044.844,4816,13407,204.030,234.169,18.850,225435,225435,9
146,20190816_foci_10ugml_30min_02.TIF:0009-0237-0218:9,32,7140.531,4431,12932,218.024,237.266,18.850,228497,228497,9
147,20190816_foci_10ugml_30min_02.TIF:0006-0233-0052:6,32,10533.406,4739,23050,52.121,233.226,18.850,337069,337069,6
148,20190816_foci_10ugml_30min_02.TIF:0006-0254-0043:6,32,4904.656,3454,8730,43.116,254.140,18.850,156949,156949,6
149,20190816_foci_10ugml_30min_02.TIF:0007-0245-0044:7,32,8155.625,4432,15735,44.191,245.002,18.850,260980,260980,7
150,20190816_foci_10ugml_30min_02.TIF:0007-0242-0036:7,32,7307.719,4452,11084,36.174,241.896,18.850,233847,233847,7
151,20190816_foci_10ugml_30min_02.TIF:0007-0241-0059:7,32,4794.219,3373,8252,59.121,241.069,18.850,153415,153415,7
152,20190816_foci_10ugml_30min_02.TIF:0008-0239-0037:8,32,7350.906,3490,13291,37.377,239.326,18.850,235229,235229,8
153,20190816_foci_10ugml_30min_02.TIF:0008-0245-0052:8,32,6015.406,3939,10851,51.991,245.063,18.850,192493,192493,8
154,20190816_foci_10ugml_30min_02.TIF:0009-0236-0056:9,32,7014.062,3800,13015,56.342,236.164,18.850,224450,224450,9
155,20190816_foci_10ugml_30min_02.TIF:0009-0242-0047:9,32,7649.938,4089,12384,47.104,242.264,18.850,244798,244798,9
156,20190816_foci_10ugml_30min_02.TIF:0009-0242-0052:9,32,6743.000,3956,12115,51.985,242.216,18.850,215776,215776,9
157,20190816_foci_10ugml_30min_02.TIF:0009-0252-0049:9,32,5946.406,4094,9450,48.929,252.067,18.850,190285,190285,9
158,20190816_foci_10ugml_30min_02.TIF:0009-0231-0051:9,32,4883.719,3420,8663,51.067,231.003,18.850,156279,156279,9
159,20190816_foci_10ugml_30min_02.TIF:0010-0243-0047:10,32,8106.781,5196,11940,46.940,242.994,18.850,259417,259417,10
160,20190816_foci_10ugml_30min_02.TIF:0010-0252-0048:10,32,5447.969,3593,8928,48.136,252.141,18.850,174335,174335,10
161,20190816_foci_10ugml_30min_02.TIF:0011-0263-0044:11,32,6471.438,4583,8789,44.059,263.068,18.850,207086,207086,11
162,20190816_foci_10ugml_30min_02.TIF:0003-0244-0387:3,32,5276.312,4008,8095,386.996,244.026,18.850,168842,168842,3
163,20190816_foci_10ugml_30min_02.TIF:0005-0240-0352:5,32,5033.469,3198,8322,352.096,240.257,18.850,161071,161071,5
164,20190816_foci_10ugml_30min_02.TIF:0005-0237-0369:5,32,4936.344,3518,7789,368.982,237.171,18.850,157963,157963,5
165,20190816_foci_10ugml_30min_02.TIF:0007-0257-0390:7,32,10326.094,4564,14370,390.058,257.349,18.850,330435,330435,7
166,20190816_foci_10ugml_30min_02.TIF:0008-0236-0368:8,32,5010.375,3207,8037,368.203,236.133,18.850,160332,160332,8
167,20190816_foci_10ugml_30min_02.TIF:0008-0265-0363:8,32,5403.906,4067,8594,363.137,265.027,18.850,172925,172925,8
168,20190816_foci_10ugml_30min_02.TIF:0009-0266-0382:9,32,5340.562,3572,8002,382.206,266.080,18.850,170898,170898,9
169,20190816_foci_10ugml_30min_02.TIF:0004-0324-0282:4,32,8516.500,4509,14249,282.404,324.196,18.850,272528,272528,4
170,20190816_foci_10ugml_30min_02.TIF:0005-0312-0290:5,32,11227.469,3880,19402,289.798,312.510,18.850,359279,359279,5
171,20190816_foci_10ugml_30min_02.TIF:0005-0307-0279:5,32,7606.156,3988,14854,279.286,307.138,18.850,243397,243397,5
172,20190816_foci_10ugml_30min_02.TIF:0005-0323-0286:5,32,7689.438,4332,12228,286.076,323.202,18.850,246062,246062,5
173,20190816_foci_10ugml_30min_02.TIF:0005-0332-0284:5,32,5413.219,4006,8786,284.144,332.079,18.850,173223,173223,5
174,20190816_foci_10ugml_30min_02.TIF:0006-0305-0285:6,32,9086.875,3952,19725,285.166,305.394,18.850,290780,290780,6
175,20190816_foci_10ugml_30min_02.TIF:0006-0325-0278:6,32,11582.594,5539,18817,278.195,324.999,18.850,370643,370643,6
176,20190816_foci_10ugml_30min_02.TIF:0006-0310-0274:6,32,5132.281,3579,10141,274.183,310.054,18.850,164233,164233,6
177,20190816_foci_10ugml_30min_02.TIF:0007-0307-0285:7,32,10485.719,6572,17235,285.188,307.150,18.850,335543,335543,7
178,20190816_foci_10ugml_30min_02.TIF:0007-0325-0280:7,32,5926.219,4182,8922,280.048,325.111,18.850,189639,189639,7
179,20190816_foci_10ugml_30min_02.TIF:0008-0312-0280:8,32,6525.438,3967,12450,280.034,312.259,18.850,208814,208814,8
180,20190816_foci_10ugml_30min_02.TIF:0008-0312-0286:8,32,6199.344,4535,10453,286.025,311.981,18.850,198379,198379,8
181,20190816_foci_10ugml_30min_02.TIF:0005-0327-0411:5,32,5490.938,3361,8691,410.980,327.142,18.850,175710,175710,5
182,20190816_foci_10ugml_30min_02.TIF:0005-0343-0406:5,32,5601.219,3747,8668,406.131,343.238,18.850,179239,179239,5
183,20190816_foci_10ugml_30min_02.TIF:0006-0324-0400:6,32,6155.312,4149,9058,400.190,324.036,18.850,196970,196970,6
184,20190816_foci_10ugml_30min_02.TIF:0007-0351-0381:7,32,6183.125,3841,10651,381.191,351.044,18.850,197860,197860,7
185,20190816_foci_10ugml_30min_02.TIF:0008-0330-0389:8,32,8382.531,3735,16145,389.477,330.180,18.850,268241,268241,8
186,20190816_foci_10ugml_30min_02.TIF:0008-0339-0397:8,32,6154.156,3451,10057,397.193,339.189,18.850,196933,196933,8
187,20190816_foci_10ugml_30min_02.TIF:0009-0330-0393:9,32,6499.219,3966,11747,393.195,330.278,18.850,207975,207975,9
188,20190816_foci_10ugml_30min_02.TIF:0009-0346-0382:9,32,5615.531,3158,11081,382.135,346.107,18.850,179697,179697,9
189,20190816_foci_10ugml_30min_02.TIF:0009-0347-0391:9,32,6918.594,4468,11273,391.021,347.104,18.850,221395,221395,9
190,20190816_foci_10ugml_30min_02.TIF:0009-0339-0397:9,32,5463.094,3489,9518,397.244,339.158,18.850,174819,174819,9
191,20190816_foci_10ugml_30min_02.TIF:0009-0338-0403:9,32,5159.719,4072,7505,403.082,338.115,18.850,165111,165111,9
192,20190816_foci_10ugml_30min_02.TIF:0010-0358-0397:10,32,5389.969,3477,11156,396.997,358.002,18.850,172479,172479,10
193,20190816_foci_10ugml_30min_02.TIF:0010-0333-0379:10,32,5059.094,3315,9540,379.207,333.157,18.850,161891,161891,10
194,20190816_foci_10ugml_30min_02.TIF:0010-0326-0400:10,32,6593.906,4085,10411,400.305,325.946,18.850,211005,211005,10
195,20190816_foci_10ugml_30min_02.TIF:0010-0348-0385:10,32,5429.188,3694,8387,385.021,348.065,18.850,173734,173734,10
196,20190816_foci_10ugml_30min_02.TIF:0011-0324-0400:11,32,5349.344,3830,8075,400.005,324.147,18.850,171179,171179,11
197,20190816_foci_10ugml_30min_02.TIF:0012-0326-0392:12,32,5470.281,3803,9057,392.261,326.044,18.850,175049,175049,12
198,20190816_foci_10ugml_30min_02.TIF:0012-0347-0377:12,32,5670.406,3811,8145,377.156,347.130,18.850,181453,181453,12
199,20190816_foci_10ugml_30min_02.TIF:0012-0335-0388:12,32,5414.500,3896,7922,388.050,335.084,18.850,173264,173264,12
200,20190816_foci_10ugml_30min_02.TIF:0003-0372-0105:3,32,7169.125,4567,9900,105.189,372.250,18.850,229412,229412,3
201,20190816_foci_10ugml_30min_02.TIF:0004-0381-0101:4,32,8282.625,5931,10109,100.912,381.075,18.850,265044,265044,4
202,20190816_foci_10ugml_30min_02.TIF:0004-0373-0107:4,32,7055.469,4794,9500,106.982,373.193,18.850,225775,225775,4
203,20190816_foci_10ugml_30min_02.TIF:0007-0378-0109:7,32,5093.594,3594,8752,109.169,378.073,18.850,162995,162995,7
204,20190816_foci_10ugml_30min_02.TIF:0009-0374-0128:9,32,5455.875,3734,9105,128.085,374.127,18.850,174588,174588,9
205,20190816_foci_10ugml_30min_02.TIF:0005-0422-0149:5,32,10303.562,4309,22480,149.425,422.286,18.850,329714,329714,5
206,20190816_foci_10ugml_30min_02.TIF:0005-0420-0158:5,32,7662.062,4184,14502,158.108,420.279,18.850,245186,245186,5
